x,y
436,1.375000
437,21.877863
438,16.961039
439,18.679245
440,3.714286
441,1.691358
442,36.260215
443,9.896825
444,5.786408
445,1.014388
446,17.874449
447,1.198953
448,15.811523
449,9.057294
450,0.978261
451,6.541592
452,7.862621
453,1.217143
454,4.508515
455,1.037249
456,2.256138
457,2.724737
458,3.012613
459,1.533684
460,1.487458
461,1.737690
462,1.371114
463,1.324856
464,1.331975
465,1.008418
